year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2025,8,음식,간이음식,69.4,6.0
2025,8,음식,외국식,69.4,9.7
2025,8,음식,음식점기타,69.4,0.2
2025,8,음식,전문음식,69.4,16.4
2025,8,음식,카페/찻집,69.4,27.3
2025,8,음식,한식,69.4,40.3
2025,8,문화관광,레저스포츠시설,11.3,3.2
2025,8,문화관광,테마공원,11.3,14.0
2025,8,문화관광,전시시설,11.3,11.3
2025,8,문화관광,복합관광시설,11.3,3.5
2025,8,문화관광,랜드마크관광,11.3,4.0
2025,8,문화관광,도시공원,11.3,24.0
2025,8,문화관광,도시/지역문화관광,11.3,0.1
2025,8,문화관광,기타문화관광지,11.3,2.8
2025,8,문화관광,공연시설,11.3,37.0
2025,8,기타관광,교통시설,7.6,18.6
2025,8,기타관광,기타관광,7.6,81.4
2025,8,레저스포츠,육상레저스포츠,6.4,82.5
2025,8,레저스포츠,수상레저스포츠,6.4,3.4
2025,8,레저스포츠,기타레저스포츠,6.4,14.0
2025,8,숙박,모텔,2.2,27.9
2025,8,숙박,호텔,2.2,45.4
2025,8,숙박,펜션/민박,2.2,0.2
2025,8,숙박,캠핑,2.2,26.3
2025,8,숙박,기타숙박,2.2,0.2
2025,8,역사관광,역사유물,1.2,0.6
2025,8,역사관광,역사유적지,1.2,10.5
2025,8,역사관광,종교성지,1.2,88.9
2025,8,쇼핑,시장,1.2,61.7
2025,8,쇼핑,쇼핑몰,1.2,8.8
2025,8,쇼핑,기타쇼핑시설,1.2,29.5
2025,8,자연관광,자연경관(산),0.6,80.1
2025,8,자연관광,자연경관(하천/해양),0.6,17.5
2025,8,자연관광,자연공원,0.6,2.4
2025,8,체험관광,농/산/어촌체험,0.2,85.3
2025,8,체험관광,웰니스관광,0.2,14.7
