year,month,업종중분류명,검색건수,총검색건수
2025,5,기타관광,492,13678
2025,5,레저스포츠,1020,13678
2025,5,문화관광,1287,13678
2025,5,쇼핑,300,13678
2025,5,숙박,254,13678
2025,5,역사관광,556,13678
2025,5,음식,9700,13678
2025,5,자연관광,11,13678
2025,5,체험관광,58,13678
