year,month,업종중분류명,검색건수,총검색건수
2025,5,기타관광,450,16541
2025,5,레저스포츠,606,16541
2025,5,문화관광,2812,16541
2025,5,쇼핑,307,16541
2025,5,숙박,571,16541
2025,5,역사관광,85,16541
2025,5,음식,11670,16541
2025,5,자연관광,11,16541
2025,5,체험관광,29,16541
