year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2025,3,음식,한식,65.1,42.0
2025,3,음식,음식점기타,65.1,0.4
2025,3,음식,외국식,65.1,7.0
2025,3,음식,간이음식,65.1,19.8
2025,3,음식,전문음식,65.1,13.9
2025,3,음식,카페/찻집,65.1,16.9
2025,3,문화관광,도시공원,19.1,5.5
2025,3,문화관광,레저스포츠시설,19.1,7.2
2025,3,문화관광,전시시설,19.1,75.6
2025,3,문화관광,테마공원,19.1,8.8
2025,3,문화관광,기타문화관광지,19.1,0.6
2025,3,문화관광,공연시설,19.1,2.2
2025,3,쇼핑,기타쇼핑시설,8.0,11.2
2025,3,쇼핑,쇼핑몰,8.0,36.6
2025,3,쇼핑,시장,8.0,52.1
2025,3,숙박,모텔,4.5,59.8
2025,3,숙박,캠핑,4.5,12.1
2025,3,숙박,호텔,4.5,28.1
2025,3,레저스포츠,수상레저스포츠,2.2,11.3
2025,3,레저스포츠,육상레저스포츠,2.2,18.2
2025,3,레저스포츠,기타레저스포츠,2.2,70.4
2025,3,체험관광,농/산/어촌체험,0.8,100.0
2025,3,자연관광,자연경관(산),0.3,97.3
2025,3,자연관광,자연생태,0.3,2.7
2025,3,역사관광,종교성지,0.0,100.0
