year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2024,10,음식,음식점기타,75.7,0.3
2024,10,음식,외국식,75.7,5.9
2024,10,음식,간이음식,75.7,5.7
2024,10,음식,전문음식,75.7,14.3
2024,10,음식,카페/찻집,75.7,12.8
2024,10,음식,한식,75.7,61.1
2024,10,문화관광,테마공원,9.0,14.2
2024,10,문화관광,전시시설,9.0,12.0
2024,10,문화관광,복합관광시설,9.0,0.2
2024,10,문화관광,레저스포츠시설,9.0,14.0
2024,10,문화관광,도시공원,9.0,28.8
2024,10,문화관광,기타문화관광지,9.0,22.1
2024,10,문화관광,공연시설,9.0,8.7
2024,10,레저스포츠,육상레저스포츠,7.2,72.2
2024,10,레저스포츠,수상레저스포츠,7.2,6.8
2024,10,레저스포츠,기타레저스포츠,7.2,21.0
2024,10,역사관광,역사유적지,3.8,90.9
2024,10,역사관광,종교성지,3.8,9.1
2024,10,쇼핑,쇼핑몰,1.9,12.7
2024,10,쇼핑,시장,1.9,87.3
2024,10,숙박,캠핑,1.6,12.1
2024,10,숙박,호텔,1.6,29.8
2024,10,숙박,모텔,1.6,58.1
2024,10,체험관광,농/산/어촌체험,0.4,78.8
2024,10,체험관광,웰니스관광,0.4,21.2
2024,10,자연관광,자연경관(산),0.2,5.7
2024,10,자연관광,자연경관(하천/해양),0.2,94.3
2024,10,기타관광,기타관광,0.0,100.0
