year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2025,5,음식,간이음식,64.2,6.4
2025,5,음식,외국식,64.2,9.4
2025,5,음식,음식점기타,64.2,0.2
2025,5,음식,전문음식,64.2,19.1
2025,5,음식,카페/찻집,64.2,24.4
2025,5,음식,한식,64.2,40.4
2025,5,문화관광,레저스포츠시설,13.0,2.1
2025,5,문화관광,테마공원,13.0,16.6
2025,5,문화관광,전시시설,13.0,8.0
2025,5,문화관광,복합관광시설,13.0,7.3
2025,5,문화관광,랜드마크관광,13.0,3.9
2025,5,문화관광,도시공원,13.0,35.3
2025,5,문화관광,도시/지역문화관광,13.0,0.3
2025,5,문화관광,기타문화관광지,13.0,3.0
2025,5,문화관광,공연시설,13.0,23.6
2025,5,기타관광,교통시설,8.8,6.8
2025,5,기타관광,기타관광,8.8,93.2
2025,5,레저스포츠,육상레저스포츠,7.3,81.6
2025,5,레저스포츠,수상레저스포츠,7.3,4.6
2025,5,레저스포츠,기타레저스포츠,7.3,13.8
2025,5,숙박,캠핑,3.0,43.6
2025,5,숙박,호텔,3.0,33.4
2025,5,숙박,호스텔,3.0,0.1
2025,5,숙박,펜션/민박,3.0,0.4
2025,5,숙박,모텔,3.0,22.5
2025,5,역사관광,역사유물,1.9,0.4
2025,5,역사관광,역사유적지,1.9,19.9
2025,5,역사관광,종교성지,1.9,79.7
2025,5,쇼핑,시장,1.0,60.3
2025,5,쇼핑,쇼핑몰,1.0,9.0
2025,5,쇼핑,기타쇼핑시설,1.0,30.7
2025,5,자연관광,자연경관(산),0.5,64.8
2025,5,자연관광,자연경관(하천/해양),0.5,32.0
2025,5,자연관광,자연공원,0.5,3.2
2025,5,체험관광,농/산/어촌체험,0.3,85.5
2025,5,체험관광,웰니스관광,0.3,14.5
