year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2025,4,음식,한식,65.7,44.7
2025,4,음식,외국식,65.7,6.9
2025,4,음식,간이음식,65.7,19.5
2025,4,음식,음식점기타,65.7,0.5
2025,4,음식,전문음식,65.7,13.2
2025,4,음식,카페/찻집,65.7,15.3
2025,4,문화관광,도시공원,16.7,8.7
2025,4,문화관광,레저스포츠시설,16.7,8.0
2025,4,문화관광,전시시설,16.7,70.2
2025,4,문화관광,테마공원,16.7,8.8
2025,4,문화관광,기타문화관광지,16.7,1.0
2025,4,문화관광,공연시설,16.7,3.2
2025,4,쇼핑,기타쇼핑시설,8.9,13.9
2025,4,쇼핑,쇼핑몰,8.9,37.9
2025,4,쇼핑,시장,8.9,48.2
2025,4,숙박,모텔,4.8,66.2
2025,4,숙박,캠핑,4.8,9.4
2025,4,숙박,호텔,4.8,24.4
2025,4,레저스포츠,수상레저스포츠,2.4,13.9
2025,4,레저스포츠,육상레저스포츠,2.4,18.3
2025,4,레저스포츠,기타레저스포츠,2.4,67.8
2025,4,체험관광,농/산/어촌체험,1.2,100.0
2025,4,자연관광,자연경관(산),0.2,100.0
2025,4,역사관광,종교성지,0.0,50.0
2025,4,역사관광,역사유적지,0.0,50.0
