year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2025,2,음식,한식,65.3,41.5
2025,2,음식,외국식,65.3,7.0
2025,2,음식,간이음식,65.3,19.7
2025,2,음식,음식점기타,65.3,0.3
2025,2,음식,전문음식,65.3,14.5
2025,2,음식,카페/찻집,65.3,17.0
2025,2,문화관광,도시공원,17.7,4.6
2025,2,문화관광,레저스포츠시설,17.7,5.4
2025,2,문화관광,전시시설,17.7,77.2
2025,2,문화관광,테마공원,17.7,10.2
2025,2,문화관광,기타문화관광지,17.7,0.1
2025,2,문화관광,공연시설,17.7,2.4
2025,2,쇼핑,기타쇼핑시설,8.1,7.9
2025,2,쇼핑,쇼핑몰,8.1,46.6
2025,2,쇼핑,시장,8.1,45.6
2025,2,숙박,모텔,4.5,56.9
2025,2,숙박,캠핑,4.5,6.6
2025,2,숙박,호텔,4.5,36.5
2025,2,레저스포츠,수상레저스포츠,3.4,6.3
2025,2,레저스포츠,육상레저스포츠,3.4,32.9
2025,2,레저스포츠,기타레저스포츠,3.4,60.7
2025,2,체험관광,농/산/어촌체험,0.7,100.0
2025,2,자연관광,자연경관(산),0.3,97.0
2025,2,자연관광,자연생태,0.3,3.0
2025,2,역사관광,종교성지,0.1,85.7
2025,2,역사관광,역사유적지,0.1,14.3
