year,month,업종중분류명,업체명,방문자수,순위
2024,2,음식,맥도날드/고양덕이DT점,75.0,1
2024,2,음식,명장텐,32.0,2
2024,2,음식,카페몬타나,18.0,3
2024,2,음식,박승광최강해물손칼국수/덕이직영점,15.0,4
2024,2,음식,버거킹/고양덕이DT점,14.0,5
2024,2,음식,평양손만두,14.0,6
2024,2,음식,스타벅스/일산덕이DT점,13.0,7
2024,2,음식,청담추어정,13.0,8
2024,2,음식,굴토리,11.0,9
2024,2,음식,명가원설농탕/덕이점,10.0,10
2024,2,쇼핑,현대백화점/킨텍스점,110.0,1
2024,2,쇼핑,원마운트,33.0,2
2024,2,쇼핑,일산시장,27.0,3
2024,2,쇼핑,그랜드백화점/일산점,16.0,4
2024,2,쇼핑,더타운몰/킨텍스점,7.0,5
2024,2,쇼핑,레이크쇼핑타운,7.0,6
2024,2,쇼핑,덕이동로데오거리,5.0,7
2024,2,쇼핑,고양일산호수공원가로수길,4.0,8
2024,2,쇼핑,덕이동패션1번지,3.0,9
2024,2,쇼핑,뉴서울프라자,2.0,10
2024,2,문화관광,킨텍스/제1전시장,35.0,1
2024,2,문화관광,킨텍스/제2전시장,20.0,2
2024,2,문화관광,아쿠아플라넷/일산,12.0,3
2024,2,문화관광,현대모터스튜디오/고양,11.0,4
2024,2,문화관광,메가박스/킨텍스,7.0,5
2024,2,문화관광,원마운트워터파크,6.0,6
2024,2,문화관광,고양생태공원,5.0,7
2024,2,문화관광,뮤즈키즈파크,4.0,8
2024,2,문화관광,대화레포츠공원축구장,3.0,9
2024,2,문화관광,덕이공원,3.0,10
