year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2024,9,음식,간이음식,67.0,7.4
2024,9,음식,외국식,67.0,8.2
2024,9,음식,음식점기타,67.0,0.3
2024,9,음식,전문음식,67.0,18.2
2024,9,음식,카페/찻집,67.0,26.0
2024,9,음식,한식,67.0,40.0
2024,9,문화관광,복합관광시설,12.4,4.4
2024,9,문화관광,테마공원,12.4,11.5
2024,9,문화관광,전시시설,12.4,9.0
2024,9,문화관광,레저스포츠시설,12.4,2.3
2024,9,문화관광,랜드마크관광,12.4,4.2
2024,9,문화관광,도시공원,12.4,38.3
2024,9,문화관광,도시/지역문화관광,12.4,0.1
2024,9,문화관광,기타문화관광지,12.4,4.2
2024,9,문화관광,공연시설,12.4,25.9
2024,9,기타관광,기타관광,7.7,100.0
2024,9,레저스포츠,육상레저스포츠,6.7,83.4
2024,9,레저스포츠,수상레저스포츠,6.7,4.3
2024,9,레저스포츠,기타레저스포츠,6.7,12.3
2024,9,숙박,모텔,2.4,24.8
2024,9,숙박,호텔,2.4,36.7
2024,9,숙박,펜션/민박,2.4,0.6
2024,9,숙박,캠핑,2.4,37.5
2024,9,숙박,기타숙박,2.4,0.3
2024,9,역사관광,역사유물,1.6,0.2
2024,9,역사관광,역사유적지,1.6,20.1
2024,9,역사관광,종교성지,1.6,79.6
2024,9,쇼핑,시장,1.2,57.4
2024,9,쇼핑,쇼핑몰,1.2,24.4
2024,9,쇼핑,기타쇼핑시설,1.2,18.2
2024,9,자연관광,자연경관(산),0.8,41.9
2024,9,자연관광,자연경관(하천/해양),0.8,9.3
2024,9,자연관광,자연공원,0.8,48.9
2024,9,체험관광,농/산/어촌체험,0.3,86.1
2024,9,체험관광,웰니스관광,0.3,13.9
