year,month,업종중분류명,업체명,방문자수,순위
2024,5,음식,스타벅스/파주야당DT점,44.0,1
2024,5,음식,레드파이프,34.0,2
2024,5,음식,아레볼,25.0,3
2024,5,음식,뮌스터담,24.0,4
2024,5,음식,FILLMOOD,16.0,5
2024,5,음식,팥티오/운정점,15.0,6
2024,5,음식,앤드테라스/파주점,14.0,7
2024,5,음식,곤트란쉐리에/파주점,14.0,8
2024,5,음식,문지리535,14.0,9
2024,5,음식,평양손만두/파주운정점,14.0,10
2024,5,쇼핑,신세계프리미엄아울렛/파주점,148.0,1
2024,5,쇼핑,롯데프리미엄아울렛/파주점,135.0,2
2024,5,쇼핑,이마트/파주운정점,119.0,3
2024,5,쇼핑,홈플러스/파주운정점,100.0,4
2024,5,쇼핑,이마트/파주점,9.0,5
2024,5,쇼핑,운정가구타운,8.0,6
2024,5,쇼핑,금촌전통시장,7.0,7
2024,5,쇼핑,홈플러스/파주문산점,5.0,8
2024,5,쇼핑,이채쇼핑몰,2.0,9
2024,5,쇼핑,봉일천종합시장,2.0,10
2024,5,문화관광,운정호수공원,39.0,1
2024,5,문화관광,CGV/파주야당,31.0,2
2024,5,문화관광,평화누리,30.0,3
2024,5,문화관광,운정건강공원,16.0,4
2024,5,문화관광,메가박스/파주운정,11.0,5
2024,5,문화관광,교하체육공원,11.0,6
2024,5,문화관광,교하체육공원야구장,8.0,7
2024,5,문화관광,콰트로박스,7.0,8
2024,5,문화관광,오두산통일전망대,7.0,9
2024,5,문화관광,월롱시민공원,6.0,10
