year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2024,2,음식,간이음식,69.5,8.5
2024,2,음식,외국식,69.5,9.9
2024,2,음식,음식점기타,69.5,0.2
2024,2,음식,전문음식,69.5,18.4
2024,2,음식,카페/찻집,69.5,29.6
2024,2,음식,한식,69.5,33.4
2024,2,문화관광,복합관광시설,13.0,1.5
2024,2,문화관광,테마공원,13.0,10.0
2024,2,문화관광,전시시설,13.0,8.5
2024,2,문화관광,레저스포츠시설,13.0,2.1
2024,2,문화관광,랜드마크관광,13.0,2.7
2024,2,문화관광,도시공원,13.0,30.4
2024,2,문화관광,도시/지역문화관광,13.0,0.0
2024,2,문화관광,기타문화관광지,13.0,5.2
2024,2,문화관광,공연시설,13.0,39.4
2024,2,기타관광,기타관광,7.5,100.0
2024,2,레저스포츠,육상레저스포츠,3.9,72.1
2024,2,레저스포츠,수상레저스포츠,3.9,7.1
2024,2,레저스포츠,기타레저스포츠,3.9,20.7
2024,2,숙박,모텔,2.6,29.9
2024,2,숙박,호텔,2.6,44.9
2024,2,숙박,펜션/민박,2.6,0.2
2024,2,숙박,캠핑,2.6,25.0
2024,2,역사관광,역사유적지,1.7,11.7
2024,2,역사관광,종교성지,1.7,88.3
2024,2,쇼핑,시장,1.0,65.1
2024,2,쇼핑,쇼핑몰,1.0,11.4
2024,2,쇼핑,기타쇼핑시설,1.0,23.4
2024,2,자연관광,자연경관(산),0.6,66.5
2024,2,자연관광,자연경관(하천/해양),0.6,8.5
2024,2,자연관광,자연공원,0.6,25.0
2024,2,체험관광,농/산/어촌체험,0.3,66.2
2024,2,체험관광,웰니스관광,0.3,33.8
