year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2024,5,음식,간이음식,64.9,7.5
2024,5,음식,외국식,64.9,8.9
2024,5,음식,음식점기타,64.9,0.1
2024,5,음식,전문음식,64.9,18.7
2024,5,음식,카페/찻집,64.9,28.1
2024,5,음식,한식,64.9,36.6
2024,5,문화관광,복합관광시설,13.6,4.5
2024,5,문화관광,테마공원,13.6,13.2
2024,5,문화관광,전시시설,13.6,5.7
2024,5,문화관광,레저스포츠시설,13.6,3.6
2024,5,문화관광,랜드마크관광,13.6,3.5
2024,5,문화관광,도시공원,13.6,37.0
2024,5,문화관광,기타문화관광지,13.6,4.4
2024,5,문화관광,공연시설,13.6,28.1
2024,5,기타관광,기타관광,7.8,100.0
2024,5,레저스포츠,육상레저스포츠,6.7,83.6
2024,5,레저스포츠,수상레저스포츠,6.7,4.1
2024,5,레저스포츠,기타레저스포츠,6.7,12.4
2024,5,숙박,모텔,3.0,22.7
2024,5,숙박,호텔,3.0,31.6
2024,5,숙박,펜션/민박,3.0,0.1
2024,5,숙박,캠핑,3.0,45.6
2024,5,숙박,기타숙박,3.0,0.1
2024,5,역사관광,역사유적지,1.9,14.2
2024,5,역사관광,종교성지,1.9,85.8
2024,5,자연관광,자연경관(산),0.9,35.6
2024,5,자연관광,자연경관(하천/해양),0.9,10.1
2024,5,자연관광,자연공원,0.9,54.2
2024,5,쇼핑,시장,0.9,55.4
2024,5,쇼핑,쇼핑몰,0.9,19.6
2024,5,쇼핑,기타쇼핑시설,0.9,24.9
2024,5,체험관광,농/산/어촌체험,0.3,91.9
2024,5,체험관광,웰니스관광,0.3,8.1
