year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2025,9,음식,간이음식,67.7,6.7
2025,9,음식,전문음식,67.7,17.0
2025,9,음식,카페/찻집,67.7,24.4
2025,9,음식,한식,67.7,41.8
2025,9,음식,음식점기타,67.7,0.3
2025,9,음식,외국식,67.7,9.8
2025,9,문화관광,공연시설,11.0,22.9
2025,9,문화관광,기타문화관광지,11.0,2.6
2025,9,문화관광,도시/지역문화관광,11.0,0.0
2025,9,문화관광,도시공원,11.0,38.8
2025,9,문화관광,랜드마크관광,11.0,4.6
2025,9,문화관광,레저스포츠시설,11.0,4.6
2025,9,문화관광,복합관광시설,11.0,6.8
2025,9,문화관광,전시시설,11.0,8.4
2025,9,문화관광,테마공원,11.0,11.2
2025,9,기타관광,교통시설,7.7,19.1
2025,9,기타관광,기타관광,7.7,80.9
2025,9,레저스포츠,육상레저스포츠,7.6,84.1
2025,9,레저스포츠,수상레저스포츠,7.6,3.5
2025,9,레저스포츠,기타레저스포츠,7.6,12.3
2025,9,숙박,모텔,2.6,26.7
2025,9,숙박,호텔,2.6,42.7
2025,9,숙박,호스텔,2.6,0.2
2025,9,숙박,펜션/민박,2.6,0.4
2025,9,숙박,캠핑,2.6,29.1
2025,9,숙박,기타숙박,2.6,0.9
2025,9,역사관광,역사유적지,1.5,18.9
2025,9,역사관광,종교성지,1.5,81.1
2025,9,쇼핑,시장,1.2,59.3
2025,9,쇼핑,쇼핑몰,1.2,7.3
2025,9,쇼핑,기타쇼핑시설,1.2,33.3
2025,9,자연관광,자연경관(산),0.4,69.4
2025,9,자연관광,자연경관(하천/해양),0.4,27.1
2025,9,자연관광,자연공원,0.4,3.5
2025,9,체험관광,농/산/어촌체험,0.3,88.3
2025,9,체험관광,웰니스관광,0.3,11.7
