year,month,업종중분류명,검색건수,총검색건수
2024,4,기타관광,4120,26864
2024,4,레저스포츠,3971,26864
2024,4,문화관광,4220,26864
2024,4,쇼핑,331,26864
2024,4,숙박,991,26864
2024,4,역사관광,800,26864
2024,4,음식,11922,26864
2024,4,자연관광,391,26864
2024,4,체험관광,118,26864
