year,month,업종중분류명,업체명,방문자수,순위
2025,9,음식,스타벅스/파주야당DT점,27.0,1
2025,9,음식,쟈빠따,23.0,2
2025,9,음식,207FEET/파주본점,16.0,3
2025,9,음식,초마면가/[중식],10.0,4
2025,9,음식,내사랑동까스,10.0,5
2025,9,음식,안동각/[중식],10.0,6
2025,9,음식,뮌스터담,8.0,7
2025,9,음식,모쿠슈라/2호점,7.0,8
2025,9,음식,평양손만두/파주운정점,7.0,9
2025,9,음식,팥티오/운정점,7.0,10
2025,9,쇼핑,롯데프리미엄아울렛/파주점,97.0,1
2025,9,쇼핑,신세계프리미엄아울렛/파주점,68.0,2
2025,9,쇼핑,이마트/파주운정점,68.0,3
2025,9,쇼핑,홈플러스/파주운정점,40.0,4
2025,9,쇼핑,이마트/파주점,16.0,5
2025,9,쇼핑,신세계팩토리스토어/신세계프리미엄아울렛파주점,3.0,6
2025,9,쇼핑,스타필드빌리지/운정 건축중(2025년10월 개장예정),2.0,7
2025,9,쇼핑,금촌전통시장,2.0,8
2025,9,쇼핑,적성전통시장,1.0,9
2025,9,쇼핑,홈플러스/파주문산점,1.0,10
2025,9,문화관광,평화누리,16.0,1
2025,9,문화관광,오두산통일전망대,12.0,2
2025,9,문화관광,CGV/파주야당,8.0,3
2025,9,문화관광,운정건강공원,8.0,4
2025,9,문화관광,운정호수공원,7.0,5
2025,9,문화관광,롯데시네마/파주운정,6.0,6
2025,9,문화관광,국립민속박물관/파주,5.0,7
2025,9,문화관광,메가박스/파주운정,5.0,8
2025,9,문화관광,퍼스트가든,4.0,9
2025,9,문화관광,파주시민회관/대공연장,2.0,10
