year,month,업종중분류명,검색건수,총검색건수
2024,12,기타관광,1232,21817
2024,12,레저스포츠,702,21817
2024,12,문화관광,2423,21817
2024,12,쇼핑,244,21817
2024,12,숙박,694,21817
2024,12,역사관광,259,21817
2024,12,음식,16139,21817
2024,12,자연관광,74,21817
2024,12,체험관광,50,21817
