year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2025,4,음식,간이음식,65.8,7.4
2025,4,음식,외국식,65.8,8.8
2025,4,음식,음식점기타,65.8,0.3
2025,4,음식,한식,65.8,40.5
2025,4,음식,카페/찻집,65.8,25.2
2025,4,음식,전문음식,65.8,17.7
2025,4,문화관광,공연시설,12.0,27.1
2025,4,문화관광,기타문화관광지,12.0,2.8
2025,4,문화관광,도시공원,12.0,36.1
2025,4,문화관광,랜드마크관광,12.0,4.0
2025,4,문화관광,레저스포츠시설,12.0,2.8
2025,4,문화관광,복합관광시설,12.0,8.2
2025,4,문화관광,전시시설,12.0,4.9
2025,4,문화관광,테마공원,12.0,14.0
2025,4,레저스포츠,기타레저스포츠,8.0,14.8
2025,4,레저스포츠,육상레저스포츠,8.0,82.0
2025,4,레저스포츠,수상레저스포츠,8.0,3.2
2025,4,기타관광,기타관광,7.4,100.0
2025,4,숙박,캠핑,3.0,26.5
2025,4,숙박,호텔,3.0,47.6
2025,4,숙박,호스텔,3.0,0.2
2025,4,숙박,펜션/민박,3.0,0.2
2025,4,숙박,모텔,3.0,24.7
2025,4,숙박,기타숙박,3.0,0.9
2025,4,역사관광,역사유적지,1.8,20.6
2025,4,역사관광,종교성지,1.8,79.4
2025,4,쇼핑,시장,1.2,70.5
2025,4,쇼핑,쇼핑몰,1.2,10.1
2025,4,쇼핑,기타쇼핑시설,1.2,19.4
2025,4,자연관광,자연경관(산),0.5,64.9
2025,4,자연관광,자연경관(하천/해양),0.5,32.5
2025,4,자연관광,자연공원,0.5,2.6
2025,4,체험관광,농/산/어촌체험,0.3,85.3
2025,4,체험관광,웰니스관광,0.3,14.7
