year,month,업종중분류명,업체명,방문자수,순위
2024,6,음식,르돌치1946/성석점,60.0,1
2024,6,음식,사계절,32.0,2
2024,6,음식,설문커피,32.0,3
2024,6,음식,팥티오/설문점,31.0,4
2024,6,음식,일산칼국수/본점,27.0,5
2024,6,음식,가나안덕/일산본점,27.0,6
2024,6,음식,청초수물회섭국/일산점,20.0,7
2024,6,음식,정동팥집,19.0,8
2024,6,음식,포폴로피자,18.0,9
2024,6,음식,도도해/일산점,18.0,10
2024,6,쇼핑,코스트코홀세일/일산점,165.0,1
2024,6,쇼핑,이마트/풍산점,114.0,2
2024,6,쇼핑,뉴코아아울렛/일산점,63.0,3
2024,6,쇼핑,롯데백화점/일산점,50.0,4
2024,6,쇼핑,벨라시타,44.0,5
2024,6,쇼핑,라페스타,39.0,6
2024,6,쇼핑,홈플러스/일산점,16.0,7
2024,6,쇼핑,이마트/일산점,12.0,8
2024,6,쇼핑,해태쇼핑타운,12.0,9
2024,6,쇼핑,롯데아울렛/고양터미널점,5.0,10
2024,6,문화관광,일산호수공원,104.0,1
2024,6,문화관광,CGV/일산,23.0,2
2024,6,문화관광,CGV/고양백석,15.0,3
2024,6,문화관광,고양아람누리,8.0,4
2024,6,문화관광,지영체육공원,7.0,5
2024,6,문화관광,정발산공원,5.0,6
2024,6,문화관광,롯데시네마/라페스타,4.0,7
2024,6,문화관광,AOA풋살스타디움,4.0,8
2024,6,문화관광,중산체육공원,3.0,9
2024,6,문화관광,캘리클럽/롯데아울렛고양터미널점,2.0,10
