year,month,업종중분류명,검색건수,총검색건수
2024,8,기타관광,96,15897
2024,8,레저스포츠,558,15897
2024,8,문화관광,1760,15897
2024,8,쇼핑,195,15897
2024,8,숙박,629,15897
2024,8,역사관광,85,15897
2024,8,음식,12529,15897
2024,8,자연관광,16,15897
2024,8,체험관광,29,15897
