year,month,업종중분류명,업체명,방문자수,순위
2024,2,음식,스타벅스/파주야당DT점,21.0,1
2024,2,음식,뮌스터담,14.0,2
2024,2,음식,쿠우쿠우/파주운정점,11.0,3
2024,2,음식,평양손만두/파주운정점,11.0,4
2024,2,음식,더티트렁크,10.0,5
2024,2,음식,훈장골/파주점,10.0,6
2024,2,음식,피스피스/출판단지점,9.0,7
2024,2,음식,파주돌짜장/[중식],8.0,8
2024,2,음식,힐링뜰카페,8.0,9
2024,2,음식,앤드테라스/파주점,8.0,10
2024,2,쇼핑,롯데프리미엄아울렛/파주점,76.0,1
2024,2,쇼핑,신세계프리미엄아울렛/파주점,71.0,2
2024,2,쇼핑,운정가구타운,6.0,3
2024,2,쇼핑,봉일천종합시장,3.0,4
2024,2,쇼핑,이채쇼핑몰,2.0,5
2024,2,쇼핑,문산자유시장,2.0,6
2024,2,쇼핑,금촌전통시장,1.0,7
2024,2,쇼핑,신세계팩토리스토어/파주점,1.0,8
2024,2,쇼핑,광탄시장,1.0,9
2024,2,문화관광,CGV/파주야당,26.0,1
2024,2,문화관광,운정호수공원,15.0,2
2024,2,문화관광,메가박스/파주운정,14.0,3
2024,2,문화관광,콩치노콩크리트,8.0,4
2024,2,문화관광,미메시스아트뮤지엄,5.0,5
2024,2,문화관광,평화랜드,5.0,6
2024,2,문화관광,운정건강공원,4.0,7
2024,2,문화관광,콰트로박스,4.0,8
2024,2,문화관광,평화누리,4.0,9
2024,2,문화관광,파주놀이구름,4.0,10
