year,month,업종중분류명,업체명,방문자수,순위
2025,2,음식,쟈빠따,17.0,1
2025,2,음식,쿠우쿠우/파주운정점,15.0,2
2025,2,음식,스타벅스/파주야당DT점,15.0,3
2025,2,음식,더티트렁크,15.0,4
2025,2,음식,레드파이프,12.0,5
2025,2,음식,평양손만두/파주운정점,12.0,6
2025,2,음식,팥티오/운정점,10.0,7
2025,2,음식,안동각/[중식],10.0,8
2025,2,음식,훈장골/파주점,10.0,9
2025,2,음식,뮌스터담,9.0,10
2025,2,쇼핑,롯데프리미엄아울렛/파주점,68.0,1
2025,2,쇼핑,신세계프리미엄아울렛/파주점,58.0,2
2025,2,쇼핑,홈플러스/파주운정점,53.0,3
2025,2,쇼핑,이마트/파주운정점,48.0,4
2025,2,쇼핑,이마트/파주점,16.0,5
2025,2,쇼핑,신세계팩토리스토어/신세계프리미엄아울렛파주점,5.0,6
2025,2,쇼핑,홈플러스/파주문산점,5.0,7
2025,2,쇼핑,운정가구단지,3.0,8
2025,2,쇼핑,금촌전통시장,1.0,9
2025,2,문화관광,메가박스/파주운정,14.0,1
2025,2,문화관광,운정호수공원,9.0,2
2025,2,문화관광,CGV/파주야당,8.0,3
2025,2,문화관광,평화누리,7.0,4
2025,2,문화관광,오두산통일전망대,5.0,5
2025,2,문화관광,롯데시네마/파주운정,4.0,6
2025,2,문화관광,운정건강공원,4.0,7
2025,2,문화관광,국립민속박물관/파주,3.0,8
2025,2,문화관광,꼬마대통령/파주운정점,2.0,9
2025,2,문화관광,점핑몬스터/운정직영점,2.0,10
