year,month,업종중분류명,업체명,방문자수,순위
2025,1,음식,명장텐,58.0,1
2025,1,음식,맥도날드/고양덕이DT점,40.0,2
2025,1,음식,아쿠아가든/일산점,30.0,3
2025,1,음식,덕이동주막,23.0,4
2025,1,음식,카페몬타나,20.0,5
2025,1,음식,평양손만두,20.0,6
2025,1,음식,박승광최강해물손칼국수/덕이직영점,15.0,7
2025,1,음식,스타벅스/일산가구단지점,14.0,8
2025,1,음식,비치노,14.0,9
2025,1,음식,스타벅스/일산덕이DT점,13.0,10
2025,1,쇼핑,트레이더스 홀세일 클럽/킨텍스점,198.0,1
2025,1,쇼핑,하나로마트/고양점,125.0,2
2025,1,쇼핑,현대백화점/킨텍스점,111.0,3
2025,1,쇼핑,일산시장,70.0,4
2025,1,쇼핑,원마운트,54.0,5
2025,1,쇼핑,그랜드백화점/일산점,19.0,6
2025,1,쇼핑,더타운몰/킨텍스점,18.0,7
2025,1,쇼핑,롯데마트/주엽점,12.0,8
2025,1,쇼핑,홈플러스/킨텍스점,12.0,9
2025,1,쇼핑,레이크쇼핑타운,10.0,10
2025,1,문화관광,킨텍스/제1전시장,28.0,1
2025,1,문화관광,킨텍스/제2전시장,25.0,2
2025,1,문화관광,현대모터스튜디오/고양,12.0,3
2025,1,문화관광,아쿠아플라넷/일산,8.0,4
2025,1,문화관광,메가박스/킨텍스,6.0,5
2025,1,문화관광,챔피언1250/원마운트점,4.0,6
2025,1,문화관광,싸커스토리축구센터/운정점,4.0,7
2025,1,문화관광,킨텍스/제2전시장10홀,2.0,8
2025,1,문화관광,덕이공원,2.0,9
2025,1,문화관광,케이트리호텔X모노플렉스,2.0,10
