year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2024,4,음식,한식,68.6,41.0
2024,4,음식,간이음식,68.6,7.3
2024,4,음식,외국식,68.6,10.9
2024,4,음식,음식점기타,68.6,0.9
2024,4,음식,전문음식,68.6,23.5
2024,4,음식,카페/찻집,68.6,16.4
2024,4,문화관광,공연시설,20.3,16.5
2024,4,문화관광,기타문화관광지,20.3,3.5
2024,4,문화관광,도시공원,20.3,72.0
2024,4,문화관광,레저스포츠시설,20.3,4.9
2024,4,문화관광,전시시설,20.3,2.5
2024,4,문화관광,테마공원,20.3,0.6
2024,4,숙박,모텔,4.3,18.1
2024,4,숙박,캠핑,4.3,0.2
2024,4,숙박,콘도미니엄,4.3,3.7
2024,4,숙박,호스텔,4.3,7.5
2024,4,숙박,호텔,4.3,70.5
2024,4,레저스포츠,기타레저스포츠,3.7,63.4
2024,4,레저스포츠,육상레저스포츠,3.7,15.9
2024,4,레저스포츠,수상레저스포츠,3.7,20.7
2024,4,쇼핑,쇼핑몰,1.3,65.2
2024,4,쇼핑,기타쇼핑시설,1.3,34.8
2024,4,기타관광,기타관광,1.2,100.0
2024,4,역사관광,역사유적지,0.3,8.2
2024,4,역사관광,종교성지,0.3,90.4
2024,4,역사관광,역사유물,0.3,1.4
2024,4,체험관광,농/산/어촌체험,0.2,100.0
2024,4,자연관광,자연경관(산),0.1,100.0
