year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2024,1,음식,한식,66.4,40.1
2024,1,음식,음식점기타,66.4,0.6
2024,1,음식,외국식,66.4,7.0
2024,1,음식,간이음식,66.4,23.6
2024,1,음식,전문음식,66.4,13.7
2024,1,음식,카페/찻집,66.4,15.0
2024,1,문화관광,도시공원,16.3,4.7
2024,1,문화관광,레저스포츠시설,16.3,6.5
2024,1,문화관광,전시시설,16.3,68.0
2024,1,문화관광,테마공원,16.3,15.1
2024,1,문화관광,기타문화관광지,16.3,1.3
2024,1,문화관광,공연시설,16.3,4.5
2024,1,쇼핑,기타쇼핑시설,8.4,10.8
2024,1,쇼핑,쇼핑몰,8.4,49.6
2024,1,쇼핑,시장,8.4,39.6
2024,1,숙박,모텔,5.5,58.7
2024,1,숙박,캠핑,5.5,9.9
2024,1,숙박,호텔,5.5,31.4
2024,1,레저스포츠,수상레저스포츠,2.7,5.2
2024,1,레저스포츠,육상레저스포츠,2.7,41.2
2024,1,레저스포츠,기타레저스포츠,2.7,53.7
2024,1,체험관광,농/산/어촌체험,0.5,100.0
2024,1,자연관광,자연경관(산),0.2,100.0
2024,1,역사관광,종교성지,0.0,100.0
