year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2025,6,음식,간이음식,64.9,6.6
2025,6,음식,외국식,64.9,9.3
2025,6,음식,음식점기타,64.9,0.3
2025,6,음식,전문음식,64.9,17.9
2025,6,음식,카페/찻집,64.9,25.0
2025,6,음식,한식,64.9,41.0
2025,6,문화관광,레저스포츠시설,11.7,3.3
2025,6,문화관광,테마공원,11.7,14.1
2025,6,문화관광,전시시설,11.7,6.6
2025,6,문화관광,복합관광시설,11.7,6.0
2025,6,문화관광,랜드마크관광,11.7,3.3
2025,6,문화관광,도시공원,11.7,33.8
2025,6,문화관광,도시/지역문화관광,11.7,0.2
2025,6,문화관광,기타문화관광지,11.7,4.2
2025,6,문화관광,공연시설,11.7,28.4
2025,6,기타관광,교통시설,9.4,18.9
2025,6,기타관광,기타관광,9.4,81.1
2025,6,레저스포츠,육상레저스포츠,7.7,82.7
2025,6,레저스포츠,수상레저스포츠,7.7,4.3
2025,6,레저스포츠,기타레저스포츠,7.7,13.0
2025,6,숙박,모텔,2.9,23.1
2025,6,숙박,호텔,2.9,43.2
2025,6,숙박,펜션/민박,2.9,0.1
2025,6,숙박,캠핑,2.9,33.4
2025,6,숙박,기타숙박,2.9,0.1
2025,6,역사관광,역사유물,1.5,0.6
2025,6,역사관광,역사유적지,1.5,31.2
2025,6,역사관광,종교성지,1.5,68.2
2025,6,쇼핑,시장,1.1,57.6
2025,6,쇼핑,쇼핑몰,1.1,7.0
2025,6,쇼핑,기타쇼핑시설,1.1,35.4
2025,6,자연관광,자연경관(산),0.5,60.7
2025,6,자연관광,자연경관(하천/해양),0.5,31.8
2025,6,자연관광,자연공원,0.5,7.5
2025,6,체험관광,농/산/어촌체험,0.4,91.4
2025,6,체험관광,웰니스관광,0.4,8.6
