year,month,업종중분류명,검색건수,총검색건수
2025,6,기타관광,1112,12801
2025,6,레저스포츠,1036,12801
2025,6,문화관광,1119,12801
2025,6,쇼핑,250,12801
2025,6,숙박,196,12801
2025,6,역사관광,482,12801
2025,6,음식,8527,12801
2025,6,자연관광,18,12801
2025,6,체험관광,61,12801
