year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2024,5,음식,한식,71.6,41.1
2024,5,음식,간이음식,71.6,6.9
2024,5,음식,외국식,71.6,10.7
2024,5,음식,음식점기타,71.6,0.9
2024,5,음식,전문음식,71.6,23.8
2024,5,음식,카페/찻집,71.6,16.6
2024,5,문화관광,공연시설,17.2,21.8
2024,5,문화관광,기타문화관광지,17.2,7.2
2024,5,문화관광,도시공원,17.2,59.5
2024,5,문화관광,레저스포츠시설,17.2,6.2
2024,5,문화관광,전시시설,17.2,4.1
2024,5,문화관광,테마공원,17.2,1.2
2024,5,숙박,기타숙박,4.4,0.1
2024,5,숙박,모텔,4.4,17.8
2024,5,숙박,캠핑,4.4,0.2
2024,5,숙박,콘도미니엄,4.4,4.4
2024,5,숙박,호스텔,4.4,6.7
2024,5,숙박,호텔,4.4,70.8
2024,5,레저스포츠,기타레저스포츠,4.0,64.0
2024,5,레저스포츠,육상레저스포츠,4.0,16.7
2024,5,레저스포츠,수상레저스포츠,4.0,19.3
2024,5,쇼핑,쇼핑몰,1.1,56.9
2024,5,쇼핑,기타쇼핑시설,1.1,43.1
2024,5,기타관광,기타관광,0.8,100.0
2024,5,역사관광,종교성지,0.5,94.4
2024,5,역사관광,역사유적지,0.5,5.6
2024,5,체험관광,농/산/어촌체험,0.2,100.0
2024,5,자연관광,자연경관(산),0.0,100.0
