year,month,업종중분류명,업체명,방문자수,순위
2025,6,음식,일산칼국수/본점,21.0,1
2025,6,음식,포레스트아웃팅스/일산본점,15.0,2
2025,6,음식,설문커피,12.0,3
2025,6,음식,가나안덕/일산본점,12.0,4
2025,6,음식,옥할머니집,10.0,5
2025,6,음식,메밀꽃이피었습니다/일산본점,10.0,6
2025,6,음식,아웃백스테이크하우스/일산점,9.0,7
2025,6,음식,여자만숯불장어구이,9.0,8
2025,6,음식,빽다방빵연구소/고양설문점,8.0,9
2025,6,음식,킴스델리마켓/일산점,8.0,10
2025,6,쇼핑,코스트코홀세일/일산점,136.0,1
2025,6,쇼핑,이마트/풍산점,86.0,2
2025,6,쇼핑,라페스타,42.0,3
2025,6,쇼핑,뉴코아아울렛/일산점,39.0,4
2025,6,쇼핑,벨라시타,24.0,5
2025,6,쇼핑,롯데백화점/일산점,22.0,6
2025,6,쇼핑,홈플러스/일산점,16.0,7
2025,6,쇼핑,해태쇼핑타운,6.0,8
2025,6,쇼핑,홈플러스/고양터미널점,6.0,9
2025,6,쇼핑,이마트/일산점,5.0,10
2025,6,문화관광,일산호수공원,60.0,1
2025,6,문화관광,CGV/일산,13.0,2
2025,6,문화관광,고양아람누리,12.0,3
2025,6,문화관광,중산체육공원,11.0,4
2025,6,문화관광,롯데시네마/라페스타,6.0,5
2025,6,문화관광,CGV/고양백석,4.0,6
2025,6,문화관광,지영체육공원,4.0,7
2025,6,문화관광,올모일산,3.0,8
2025,6,문화관광,정발산공원,3.0,9
2025,6,문화관광,고양아람누리/아람음악당,3.0,10
