year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2025,9,음식,한식,70.2,48.9
2025,9,음식,간이음식,70.2,6.9
2025,9,음식,외국식,70.2,10.5
2025,9,음식,음식점기타,70.2,0.5
2025,9,음식,전문음식,70.2,21.4
2025,9,음식,카페/찻집,70.2,11.8
2025,9,문화관광,기타문화관광지,15.8,1.9
2025,9,문화관광,도시공원,15.8,53.1
2025,9,문화관광,레저스포츠시설,15.8,8.8
2025,9,문화관광,복합관광시설,15.8,0.0
2025,9,문화관광,전시시설,15.8,4.3
2025,9,문화관광,테마공원,15.8,0.6
2025,9,문화관광,공연시설,15.8,31.3
2025,9,숙박,모텔,4.2,15.3
2025,9,숙박,캠핑,4.2,4.0
2025,9,숙박,콘도미니엄,4.2,1.0
2025,9,숙박,호스텔,4.2,4.0
2025,9,숙박,호텔,4.2,75.7
2025,9,레저스포츠,육상레저스포츠,4.0,20.4
2025,9,레저스포츠,수상레저스포츠,4.0,19.9
2025,9,레저스포츠,기타레저스포츠,4.0,59.7
2025,9,기타관광,기타관광,3.7,21.1
2025,9,기타관광,교통시설,3.7,78.9
2025,9,쇼핑,쇼핑몰,1.4,54.8
2025,9,쇼핑,기타쇼핑시설,1.4,45.2
2025,9,역사관광,종교성지,0.3,92.3
2025,9,역사관광,역사유적지,0.3,7.7
2025,9,체험관광,농/산/어촌체험,0.2,100.0
2025,9,자연관광,자연경관(산),0.1,100.0
