year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2024,7,음식,한식,71.7,43.2
2024,7,음식,외국식,71.7,7.8
2024,7,음식,간이음식,71.7,17.5
2024,7,음식,음식점기타,71.7,0.3
2024,7,음식,전문음식,71.7,18.6
2024,7,음식,카페/찻집,71.7,12.6
2024,7,문화관광,도시공원,16.1,6.1
2024,7,문화관광,레저스포츠시설,16.1,6.7
2024,7,문화관광,전시시설,16.1,71.6
2024,7,문화관광,테마공원,16.1,10.2
2024,7,문화관광,기타문화관광지,16.1,0.3
2024,7,문화관광,공연시설,16.1,5.1
2024,7,쇼핑,기타쇼핑시설,6.2,14.0
2024,7,쇼핑,쇼핑몰,6.2,43.3
2024,7,쇼핑,시장,6.2,42.7
2024,7,숙박,모텔,3.6,62.8
2024,7,숙박,캠핑,3.6,10.0
2024,7,숙박,호텔,3.6,27.1
2024,7,레저스포츠,수상레저스포츠,1.5,14.1
2024,7,레저스포츠,육상레저스포츠,1.5,11.7
2024,7,레저스포츠,기타레저스포츠,1.5,74.2
2024,7,체험관광,농/산/어촌체험,0.6,100.0
2024,7,자연관광,자연경관(산),0.2,100.0
2024,7,역사관광,종교성지,0.0,75.0
2024,7,역사관광,역사유적지,0.0,25.0
