year,month,업종중분류명,검색건수,총검색건수
2024,2,기타관광,3774,38253
2024,2,레저스포츠,1895,38253
2024,2,문화관광,4981,38253
2024,2,쇼핑,418,38253
2024,2,숙박,1169,38253
2024,2,역사관광,771,38253
2024,2,음식,24795,38253
2024,2,자연관광,237,38253
2024,2,체험관광,213,38253
