year,month,업종중분류명,업체명,방문자수,순위
2025,7,음식,명장텐,65.0,1
2025,7,음식,맥도날드/고양덕이DT점,42.0,2
2025,7,음식,카페몬타나,40.0,3
2025,7,음식,아쿠아가든/일산점,18.0,4
2025,7,음식,덕이동주막,17.0,5
2025,7,음식,장어미식가,13.0,6
2025,7,음식,투썸플레이스/일산덕이점,12.0,7
2025,7,음식,스타벅스/일산덕이DT점,12.0,8
2025,7,음식,버거킹/고양덕이DT점,11.0,9
2025,7,음식,평양손만두,11.0,10
2025,7,쇼핑,트레이더스 홀세일 클럽/킨텍스점,199.0,1
2025,7,쇼핑,하나로마트/고양점,132.0,2
2025,7,쇼핑,현대백화점/킨텍스점,72.0,3
2025,7,쇼핑,일산시장,46.0,4
2025,7,쇼핑,원마운트,33.0,5
2025,7,쇼핑,롯데마트/주엽점,16.0,6
2025,7,쇼핑,홈플러스/킨텍스점,14.0,7
2025,7,쇼핑,고양일산호수공원가로수길,5.0,8
2025,7,쇼핑,뉴서울프라자,4.0,9
2025,7,쇼핑,덕이동로데오거리,3.0,10
2025,7,문화관광,킨텍스/제2전시장,30.0,1
2025,7,문화관광,킨텍스/제1전시장,17.0,2
2025,7,문화관광,메가박스/킨텍스,10.0,3
2025,7,문화관광,아쿠아플라넷/일산,8.0,4
2025,7,문화관광,싸커스토리축구센터/운정점,6.0,5
2025,7,문화관광,뽀로로파크/일산킨텍스점,6.0,6
2025,7,문화관광,현대 모터스튜디오/고양,6.0,7
2025,7,문화관광,엠아이폴리스스튜디오,5.0,8
2025,7,문화관광,성저공원,5.0,9
2025,7,문화관광,원마운트워터파크,5.0,10
