year,month,업종중분류명,검색건수,총검색건수
2024,5,기타관광,3146,30353
2024,5,레저스포츠,2904,30353
2024,5,문화관광,4419,30353
2024,5,쇼핑,321,30353
2024,5,숙박,1167,30353
2024,5,역사관광,634,30353
2024,5,음식,17320,30353
2024,5,자연관광,309,30353
2024,5,체험관광,133,30353
