year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2024,12,음식,한식,78.2,44.5
2024,12,음식,간이음식,78.2,6.5
2024,12,음식,외국식,78.2,11.0
2024,12,음식,음식점기타,78.2,0.9
2024,12,음식,전문음식,78.2,23.2
2024,12,음식,카페/찻집,78.2,13.9
2024,12,문화관광,공연시설,10.7,43.3
2024,12,문화관광,기타문화관광지,10.7,0.5
2024,12,문화관광,도시공원,10.7,42.6
2024,12,문화관광,레저스포츠시설,10.7,5.6
2024,12,문화관광,복합관광시설,10.7,0.1
2024,12,문화관광,전시시설,10.7,5.7
2024,12,문화관광,테마공원,10.7,2.3
2024,12,숙박,모텔,4.2,18.4
2024,12,숙박,캠핑,4.2,0.2
2024,12,숙박,콘도미니엄,4.2,2.2
2024,12,숙박,호스텔,4.2,5.6
2024,12,숙박,호텔,4.2,73.6
2024,12,레저스포츠,기타레저스포츠,4.1,58.1
2024,12,레저스포츠,육상레저스포츠,4.1,16.6
2024,12,레저스포츠,수상레저스포츠,4.1,25.3
2024,12,쇼핑,쇼핑몰,1.6,44.4
2024,12,쇼핑,기타쇼핑시설,1.6,55.6
2024,12,기타관광,기타관광,0.6,100.0
2024,12,역사관광,종교성지,0.4,95.3
2024,12,역사관광,역사유적지,0.4,4.7
2024,12,체험관광,농/산/어촌체험,0.1,100.0
2024,12,자연관광,자연경관(산),0.1,100.0
