year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2024,2,음식,한식,65.7,39.9
2024,2,음식,음식점기타,65.7,0.8
2024,2,음식,외국식,65.7,7.5
2024,2,음식,간이음식,65.7,23.7
2024,2,음식,전문음식,65.7,13.5
2024,2,음식,카페/찻집,65.7,14.6
2024,2,문화관광,도시공원,17.0,4.9
2024,2,문화관광,레저스포츠시설,17.0,6.7
2024,2,문화관광,전시시설,17.0,68.5
2024,2,문화관광,테마공원,17.0,14.5
2024,2,문화관광,기타문화관광지,17.0,0.3
2024,2,문화관광,공연시설,17.0,5.0
2024,2,쇼핑,기타쇼핑시설,8.7,11.6
2024,2,쇼핑,쇼핑몰,8.7,44.0
2024,2,쇼핑,시장,8.7,44.4
2024,2,숙박,모텔,4.8,55.3
2024,2,숙박,캠핑,4.8,9.9
2024,2,숙박,호텔,4.8,34.7
2024,2,레저스포츠,수상레저스포츠,2.7,5.2
2024,2,레저스포츠,육상레저스포츠,2.7,33.4
2024,2,레저스포츠,기타레저스포츠,2.7,61.4
2024,2,체험관광,농/산/어촌체험,0.8,100.0
2024,2,자연관광,자연경관(산),0.2,97.4
2024,2,자연관광,자연생태,0.2,2.6
2024,2,역사관광,종교성지,0.0,100.0
