year,month,업종중분류명,업체명,방문자수,순위
2024,1,음식,스타벅스/파주야당DT점,52.0,1
2024,1,음식,뮌스터담,45.0,2
2024,1,음식,아레볼,22.0,3
2024,1,음식,평양손만두/파주운정점,22.0,4
2024,1,음식,훈장골/파주점,21.0,5
2024,1,음식,앤드테라스/파주점,20.0,6
2024,1,음식,쿠우쿠우/파주운정점,19.0,7
2024,1,음식,곤트란쉐리에/파주점,17.0,8
2024,1,음식,레드파이프,16.0,9
2024,1,음식,내사랑동까스,13.0,10
2024,1,쇼핑,롯데프리미엄아울렛/파주점,145.0,1
2024,1,쇼핑,신세계프리미엄아울렛/파주점,127.0,2
2024,1,쇼핑,운정가구타운,18.0,3
2024,1,쇼핑,문산자유시장,5.0,4
2024,1,쇼핑,금촌통일시장,3.0,5
2024,1,쇼핑,신세계팩토리스토어/파주점,2.0,6
2024,1,쇼핑,금촌전통시장,1.0,7
2024,1,쇼핑,금촌장,1.0,8
2024,1,쇼핑,연풍시장,1.0,9
2024,1,쇼핑,봉일천종합시장,1.0,10
2024,1,문화관광,CGV/파주야당,19.0,1
2024,1,문화관광,운정호수공원,18.0,2
2024,1,문화관광,갤러리박영,14.0,3
2024,1,문화관광,메가박스/파주운정,13.0,4
2024,1,문화관광,파주놀이구름,11.0,5
2024,1,문화관광,자유로자동차극장,7.0,6
2024,1,문화관광,명필름아트센터,7.0,7
2024,1,문화관광,평화누리,7.0,8
2024,1,문화관광,롯데시네마/파주롯데아울렛,6.0,9
2024,1,문화관광,테이블에이동물원/파주점,5.0,10
