year,month,업종중분류명,검색건수,총검색건수
2025,7,기타관광,1846,17354
2025,7,레저스포츠,1700,17354
2025,7,문화관광,1684,17354
2025,7,쇼핑,208,17354
2025,7,숙박,602,17354
2025,7,역사관광,283,17354
2025,7,음식,10882,17354
2025,7,자연관광,94,17354
2025,7,체험관광,55,17354
