year,month,업종중분류명,검색건수,총검색건수
2024,11,기타관광,136,14083
2024,11,레저스포츠,636,14083
2024,11,문화관광,1837,14083
2024,11,쇼핑,175,14083
2024,11,숙박,573,14083
2024,11,역사관광,43,14083
2024,11,음식,10650,14083
2024,11,자연관광,12,14083
2024,11,체험관광,21,14083
