year,month,업종중분류명,업체명,방문자수,순위
2024,1,음식,명장텐,90.0,1
2024,1,음식,맥도날드/고양덕이DT점,83.0,2
2024,1,음식,카페몬타나,66.0,3
2024,1,음식,스타벅스/일산가구단지점,36.0,4
2024,1,음식,평양손만두,36.0,5
2024,1,음식,스타벅스/일산덕이DT점,31.0,6
2024,1,음식,박승광최강해물손칼국수/덕이직영점,30.0,7
2024,1,음식,덕이동주막,25.0,8
2024,1,음식,명가원설농탕/덕이점,21.0,9
2024,1,음식,청담추어정,21.0,10
2024,1,쇼핑,현대백화점/킨텍스점,194.0,1
2024,1,쇼핑,원마운트,63.0,2
2024,1,쇼핑,일산시장,42.0,3
2024,1,쇼핑,그랜드백화점/일산점,29.0,4
2024,1,쇼핑,더타운몰/킨텍스점,22.0,5
2024,1,쇼핑,한솔코아,14.0,6
2024,1,쇼핑,덕이동로데오거리,10.0,7
2024,1,쇼핑,고양일산호수공원가로수길,10.0,8
2024,1,쇼핑,뉴서울프라자,2.0,9
2024,1,쇼핑,레이크쇼핑타운,2.0,10
2024,1,문화관광,킨텍스/제2전시장,48.0,1
2024,1,문화관광,아쿠아플라넷/일산,31.0,2
2024,1,문화관광,킨텍스/제1전시장,31.0,3
2024,1,문화관광,원마운트워터파크,18.0,4
2024,1,문화관광,현대모터스튜디오/고양,17.0,5
2024,1,문화관광,엠아이폴리스스튜디오,11.0,6
2024,1,문화관광,성저공원,10.0,7
2024,1,문화관광,뽀로로파크/일산킨텍스점,8.0,8
2024,1,문화관광,메가박스/킨텍스,8.0,9
2024,1,문화관광,잭슨나인스/일산점,7.0,10
