year,month,업종중분류명,검색건수,총검색건수
2024,1,레저스포츠,697,25947
2024,1,문화관광,4223,25947
2024,1,쇼핑,2186,25947
2024,1,숙박,1418,25947
2024,1,역사관광,1,25947
2024,1,음식,17241,25947
2024,1,자연관광,41,25947
2024,1,체험관광,140,25947
