year,month,업종중분류명,검색건수,총검색건수
2024,11,기타관광,8,11417
2024,11,레저스포츠,949,11417
2024,11,문화관광,1058,11417
2024,11,쇼핑,266,11417
2024,11,숙박,233,11417
2024,11,역사관광,449,11417
2024,11,음식,8381,11417
2024,11,자연관광,23,11417
2024,11,체험관광,50,11417
