year,month,업종중분류명,업체명,방문자수,순위
2025,3,음식,레드파이프,18.0,1
2025,3,음식,스타벅스/파주야당DT점,17.0,2
2025,3,음식,뮌스터담,16.0,3
2025,3,음식,평양손만두/파주운정점,16.0,4
2025,3,음식,쟈빠따,15.0,5
2025,3,음식,취선향/본점 [중식],12.0,6
2025,3,음식,샤브20/파주운정점,12.0,7
2025,3,음식,생선굽는마을,10.0,8
2025,3,음식,샤브올데이/파주봉일천점,9.0,9
2025,3,음식,문지리535,9.0,10
2025,3,쇼핑,롯데프리미엄아울렛/파주점,106.0,1
2025,3,쇼핑,이마트/파주운정점,80.0,2
2025,3,쇼핑,신세계프리미엄아울렛/파주점,75.0,3
2025,3,쇼핑,홈플러스/파주운정점,60.0,4
2025,3,쇼핑,운정가구단지,10.0,5
2025,3,쇼핑,이마트/파주점,8.0,6
2025,3,쇼핑,홈플러스/파주문산점,7.0,7
2025,3,쇼핑,금촌전통시장,3.0,8
2025,3,쇼핑,이채쇼핑몰,1.0,9
2025,3,쇼핑,신세계팩토리스토어/신세계프리미엄아울렛파주점,1.0,10
2025,3,문화관광,운정호수공원,18.0,1
2025,3,문화관광,운정건강공원,8.0,2
2025,3,문화관광,평화누리,7.0,3
2025,3,문화관광,CGV/파주야당,7.0,4
2025,3,문화관광,운정체육공원,5.0,5
2025,3,문화관광,운정행복센터/대공연장,4.0,6
2025,3,문화관광,국립민속박물관/파주,3.0,7
2025,3,문화관광,파주출판단지근린공원,3.0,8
2025,3,문화관광,메가박스/파주운정,3.0,9
2025,3,문화관광,롯데시네마/파주운정,3.0,10
