year,month,업종중분류명,업체명,방문자수,순위
2025,8,음식,쟈빠따,40.0,1
2025,8,음식,207FEET/파주본점,32.0,2
2025,8,음식,스타벅스/파주야당DT점,31.0,3
2025,8,음식,뮌스터담,24.0,4
2025,8,음식,생선굽는마을,22.0,5
2025,8,음식,아레볼,16.0,6
2025,8,음식,레드파이프,12.0,7
2025,8,음식,문지리535,12.0,8
2025,8,음식,운정골,10.0,9
2025,8,음식,심학산도토리국수/본점,10.0,10
2025,8,쇼핑,롯데프리미엄아울렛/파주점,89.0,1
2025,8,쇼핑,이마트/파주운정점,79.0,2
2025,8,쇼핑,신세계프리미엄아울렛/파주점,65.0,3
2025,8,쇼핑,홈플러스/파주운정점,47.0,4
2025,8,쇼핑,이마트/파주점,19.0,5
2025,8,쇼핑,운정가구단지,6.0,6
2025,8,쇼핑,금촌전통시장,3.0,7
2025,8,쇼핑,홈플러스/파주문산점,3.0,8
2025,8,쇼핑,신세계팩토리스토어/신세계프리미엄아울렛파주점,2.0,9
2025,8,쇼핑,금촌통일시장,2.0,10
2025,8,문화관광,메가박스/파주운정,21.0,1
2025,8,문화관광,CGV/파주야당,18.0,2
2025,8,문화관광,평화누리,9.0,3
2025,8,문화관광,운정호수공원,9.0,4
2025,8,문화관광,파주놀이구름,6.0,5
2025,8,문화관광,오두산통일전망대,6.0,6
2025,8,문화관광,퍼스트가든,6.0,7
2025,8,문화관광,롯데시네마/파주운정,6.0,8
2025,8,문화관광,국립민속박물관/파주,5.0,9
2025,8,문화관광,미메시스아트뮤지엄,3.0,10
