year,month,업종중분류명,업체명,방문자수,순위
2024,10,음식,코다리밥도둑/심학산점,49.0,1
2024,10,음식,뮌스터담,24.0,2
2024,10,음식,가드너스,19.0,3
2024,10,음식,스타벅스/파주야당DT점,18.0,4
2024,10,음식,황가네부대찌개/운정점,18.0,5
2024,10,음식,앤조이터키,18.0,6
2024,10,음식,처갓집양념치킨/야당점,17.0,7
2024,10,음식,크리스피크림도넛/파주운정점,17.0,8
2024,10,음식,심학산장어,17.0,9
2024,10,음식,상해2010/[중식],17.0,10
2024,10,쇼핑,신세계프리미엄아울렛/파주점,123.0,1
2024,10,쇼핑,이마트/파주운정점,84.0,2
2024,10,쇼핑,롯데프리미엄아울렛/파주점,78.0,3
2024,10,쇼핑,홈플러스/파주운정점,45.0,4
2024,10,쇼핑,신세계팩토리스토어/신세계프리미엄아울렛파주점,19.0,5
2024,10,쇼핑,이마트/파주점,17.0,6
2024,10,쇼핑,운정가구단지,11.0,7
2024,10,쇼핑,금촌전통시장,4.0,8
2024,10,쇼핑,파주파비뇽아울렛,4.0,9
2024,10,쇼핑,홈플러스/파주문산점,3.0,10
2024,10,문화관광,오두산통일전망대,26.0,1
2024,10,문화관광,운정호수공원,19.0,2
2024,10,문화관광,테이블에이동물원/파주점,17.0,3
2024,10,문화관광,콰트로박스,16.0,4
2024,10,문화관광,율곡수목원,9.0,5
2024,10,문화관광,퍼스트가든,8.0,6
2024,10,문화관광,CGV/파주야당,7.0,7
2024,10,문화관광,평화누리,7.0,8
2024,10,문화관광,벽초지수목원,6.0,9
2024,10,문화관광,메가박스/파주운정,6.0,10
