year,month,업종중분류명,검색건수,총검색건수
2025,1,레저스포츠,465,13229
2025,1,문화관광,2016,13229
2025,1,쇼핑,1182,13229
2025,1,숙박,620,13229
2025,1,역사관광,2,13229
2025,1,음식,8847,13229
2025,1,자연관광,30,13229
2025,1,체험관광,67,13229
