year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2024,8,음식,간이음식,72.9,6.6
2024,8,음식,외국식,72.9,7.9
2024,8,음식,음식점기타,72.9,0.2
2024,8,음식,전문음식,72.9,19.4
2024,8,음식,카페/찻집,72.9,27.0
2024,8,음식,한식,72.9,38.8
2024,8,문화관광,복합관광시설,10.7,2.6
2024,8,문화관광,테마공원,10.7,14.1
2024,8,문화관광,전시시설,10.7,11.6
2024,8,문화관광,레저스포츠시설,10.7,3.0
2024,8,문화관광,랜드마크관광,10.7,4.4
2024,8,문화관광,도시공원,10.7,25.2
2024,8,문화관광,도시/지역문화관광,10.7,0.0
2024,8,문화관광,기타문화관광지,10.7,4.3
2024,8,문화관광,공연시설,10.7,34.8
2024,8,기타관광,기타관광,5.8,100.0
2024,8,레저스포츠,육상레저스포츠,5.3,82.7
2024,8,레저스포츠,수상레저스포츠,5.3,4.2
2024,8,레저스포츠,기타레저스포츠,5.3,13.1
2024,8,숙박,모텔,2.4,30.1
2024,8,숙박,호텔,2.4,42.8
2024,8,숙박,캠핑,2.4,27.0
2024,8,숙박,기타숙박,2.4,0.1
2024,8,역사관광,역사유물,1.2,2.4
2024,8,역사관광,역사유적지,1.2,13.7
2024,8,역사관광,종교성지,1.2,83.9
2024,8,쇼핑,시장,0.9,51.7
2024,8,쇼핑,쇼핑몰,0.9,24.5
2024,8,쇼핑,기타쇼핑시설,0.9,23.8
2024,8,자연관광,자연경관(산),0.6,73.0
2024,8,자연관광,자연경관(하천/해양),0.6,8.6
2024,8,자연관광,자연공원,0.6,18.4
2024,8,체험관광,농/산/어촌체험,0.2,72.1
2024,8,체험관광,웰니스관광,0.2,27.9
