year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2024,12,음식,간이음식,74.0,8.1
2024,12,음식,외국식,74.0,9.0
2024,12,음식,음식점기타,74.0,0.4
2024,12,음식,전문음식,74.0,20.3
2024,12,음식,카페/찻집,74.0,25.0
2024,12,음식,한식,74.0,37.1
2024,12,문화관광,복합관광시설,11.1,5.4
2024,12,문화관광,테마공원,11.1,8.6
2024,12,문화관광,전시시설,11.1,7.7
2024,12,문화관광,레저스포츠시설,11.1,2.1
2024,12,문화관광,랜드마크관광,11.1,2.8
2024,12,문화관광,도시공원,11.1,23.6
2024,12,문화관광,기타문화관광지,11.1,4.3
2024,12,문화관광,공연시설,11.1,45.5
2024,12,기타관광,기타관광,5.6,100.0
2024,12,레저스포츠,육상레저스포츠,3.2,70.1
2024,12,레저스포츠,수상레저스포츠,3.2,6.8
2024,12,레저스포츠,기타레저스포츠,3.2,23.1
2024,12,숙박,모텔,3.2,26.7
2024,12,숙박,호텔,3.2,41.8
2024,12,숙박,펜션/민박,3.2,0.1
2024,12,숙박,캠핑,3.2,31.3
2024,12,숙박,기타숙박,3.2,0.1
2024,12,역사관광,역사유적지,1.2,15.4
2024,12,역사관광,종교성지,1.2,84.6
2024,12,쇼핑,시장,1.1,57.4
2024,12,쇼핑,쇼핑몰,1.1,21.3
2024,12,쇼핑,기타쇼핑시설,1.1,21.3
2024,12,자연관광,자연경관(산),0.3,70.3
2024,12,자연관광,자연경관(하천/해양),0.3,29.7
2024,12,체험관광,농/산/어촌체험,0.2,56.0
2024,12,체험관광,웰니스관광,0.2,44.0
