year,month,업종중분류명,업체명,방문자수,순위
2025,5,음식,쟈빠따,26.0,1
2025,5,음식,생선굽는마을,18.0,2
2025,5,음식,스타벅스/파주야당DT점,18.0,3
2025,5,음식,뮌스터담,16.0,4
2025,5,음식,문지리535,16.0,5
2025,5,음식,심학산도토리국수/본점,13.0,6
2025,5,음식,더티트렁크,13.0,7
2025,5,음식,레드파이프,10.0,8
2025,5,음식,팥티오/운정점,10.0,9
2025,5,음식,샤브20/파주운정점,10.0,10
2025,5,쇼핑,신세계프리미엄아울렛/파주점,101.0,1
2025,5,쇼핑,롯데프리미엄아울렛/파주점,80.0,2
2025,5,쇼핑,홈플러스/파주운정점,63.0,3
2025,5,쇼핑,이마트/파주운정점,59.0,4
2025,5,쇼핑,이마트/파주점,18.0,5
2025,5,쇼핑,홈플러스/파주문산점,5.0,6
2025,5,쇼핑,운정가구단지,5.0,7
2025,5,쇼핑,금촌전통시장,4.0,8
2025,5,쇼핑,신세계팩토리스토어/신세계프리미엄아울렛파주점,3.0,9
2025,5,쇼핑,파주파비뇽아울렛,2.0,10
2025,5,문화관광,평화누리,18.0,1
2025,5,문화관광,운정호수공원,16.0,2
2025,5,문화관광,메가박스/파주운정,14.0,3
2025,5,문화관광,운정건강공원,12.0,4
2025,5,문화관광,퍼스트가든,10.0,5
2025,5,문화관광,CGV/파주야당,8.0,6
2025,5,문화관광,율곡수목원,6.0,7
2025,5,문화관광,오두산통일전망대,4.0,8
2025,5,문화관광,롯데시네마/파주운정,4.0,9
2025,5,문화관광,국립민속박물관/파주,4.0,10
