year,month,업종중분류명,업체명,방문자수,순위
2024,4,음식,스타벅스/파주야당DT점,51.0,1
2024,4,음식,레드파이프,28.0,2
2024,4,음식,곤트란쉐리에/파주점,23.0,3
2024,4,음식,뮌스터담,18.0,4
2024,4,음식,쿠우쿠우/파주운정점,16.0,5
2024,4,음식,내사랑동까스,15.0,6
2024,4,음식,문지리535,14.0,7
2024,4,음식,취선향/본점 [중식],13.0,8
2024,4,음식,더티트렁크,12.0,9
2024,4,음식,앤드테라스/파주점,12.0,10
2024,4,쇼핑,롯데프리미엄아울렛/파주점,160.0,1
2024,4,쇼핑,신세계프리미엄아울렛/파주점,125.0,2
2024,4,쇼핑,이마트/파주운정점,90.0,3
2024,4,쇼핑,홈플러스/파주운정점,71.0,4
2024,4,쇼핑,이마트/파주점,17.0,5
2024,4,쇼핑,운정가구타운,12.0,6
2024,4,쇼핑,홈플러스/파주문산점,9.0,7
2024,4,쇼핑,금촌전통시장,4.0,8
2024,4,쇼핑,문산자유시장,3.0,9
2024,4,쇼핑,파주파비뇽아울렛,2.0,10
2024,4,문화관광,운정호수공원,50.0,1
2024,4,문화관광,평화누리,20.0,2
2024,4,문화관광,CGV/파주야당,18.0,3
2024,4,문화관광,운정건강공원,18.0,4
2024,4,문화관광,메가박스/파주운정,17.0,5
2024,4,문화관광,파주놀이구름,8.0,6
2024,4,문화관광,퍼스트가든,8.0,7
2024,4,문화관광,하니랜드,5.0,8
2024,4,문화관광,메가박스/파주출판도시,4.0,9
2024,4,문화관광,벽초지수목원,4.0,10
