year,month,업종중분류명,검색건수,총검색건수
2024,4,기타관광,3208,28166
2024,4,레저스포츠,2794,28166
2024,4,문화관광,4395,28166
2024,4,쇼핑,336,28166
2024,4,숙박,1037,28166
2024,4,역사관광,494,28166
2024,4,음식,15476,28166
2024,4,자연관광,326,28166
2024,4,체험관광,100,28166
