year,month,업종중분류명,업체명,방문자수,순위
2024,10,음식,강강술래/늘봄농원점,125.0,1
2024,10,음식,금수강산,70.0,2
2024,10,음식,매화쌈밥/고양점,34.0,3
2024,10,음식,미담골,32.0,4
2024,10,음식,스시나루,32.0,5
2024,10,음식,정원갈비/고양점,26.0,6
2024,10,음식,진진차이나/[중식],19.0,7
2024,10,음식,행주산성원조국수집,18.0,8
2024,10,음식,서부청기와감자탕/삼송점,17.0,9
2024,10,음식,메가커피/고양삼송시티점,16.0,10
2024,10,쇼핑,스타필드/고양,164.0,1
2024,10,쇼핑,원당시장,19.0,2
2024,10,쇼핑,이마트/화정점,9.0,3
2024,10,쇼핑,하나로마트/삼송점,8.0,4
2024,10,쇼핑,트레이더스 홀세일 클럽/고양점,7.0,5
2024,10,쇼핑,롯데마트/화정점,4.0,6
2024,10,쇼핑,롯데마트/고양점,4.0,7
2024,10,쇼핑,세이브존/화정점,2.0,8
2024,10,쇼핑,효선수산마켓,1.0,9
2024,10,쇼핑,성원코아,1.0,10
2024,10,문화관광,창릉천코스모스축제,20.0,1
2024,10,문화관광,고양어울림누리,12.0,2
2024,10,문화관광,충장근린체육공원,6.0,3
2024,10,문화관광,고양어린이박물관,5.0,4
2024,10,문화관광,테마파크쥬쥬,5.0,5
2024,10,문화관광,CGV/고양행신,4.0,6
2024,10,문화관광,강매석교공원,3.0,7
2024,10,문화관광,행주가예술이야,3.0,8
2024,10,문화관광,CGV/화정,3.0,9
2024,10,문화관광,현천동야구장,3.0,10
