year,month,업종중분류명,업체명,방문자수,순위
2024,8,음식,맥도날드/고양덕이DT점,46.0,1
2024,8,음식,카페몬타나,39.0,2
2024,8,음식,명장텐,35.0,3
2024,8,음식,산장순대국,33.0,4
2024,8,음식,푸라닭/일산대화점,32.0,5
2024,8,음식,코코호도/일산점,32.0,6
2024,8,음식,청담추어정,29.0,7
2024,8,음식,덕수다방,28.0,8
2024,8,음식,스타벅스/일산가구단지점,22.0,9
2024,8,음식,맥도날드/강선점,21.0,10
2024,8,쇼핑,트레이더스 홀세일 클럽/킨텍스점,216.0,1
2024,8,쇼핑,하나로마트/고양점,168.0,2
2024,8,쇼핑,현대백화점/킨텍스점,137.0,3
2024,8,쇼핑,원마운트,46.0,4
2024,8,쇼핑,일산시장,44.0,5
2024,8,쇼핑,그랜드백화점/일산점,16.0,6
2024,8,쇼핑,롯데마트/주엽점,15.0,7
2024,8,쇼핑,더타운몰/킨텍스점,14.0,8
2024,8,쇼핑,홈플러스/킨텍스점,12.0,9
2024,8,쇼핑,덕이동로데오거리,12.0,10
2024,8,문화관광,킨텍스/제2전시장,58.0,1
2024,8,문화관광,킨텍스/제1전시장,53.0,2
2024,8,문화관광,아쿠아플라넷/일산,25.0,3
2024,8,문화관광,원마운트워터파크,17.0,4
2024,8,문화관광,고양종합운동장/보조경기장,17.0,5
2024,8,문화관광,현대모터스튜디오/고양,12.0,6
2024,8,문화관광,메가박스/킨텍스,9.0,7
2024,8,문화관광,뽀로로파크/일산킨텍스점,8.0,8
2024,8,문화관광,잭슨나인스/일산점,5.0,9
2024,8,문화관광,일산역전시관,3.0,10
