year,month,업종중분류명,업체명,방문자수,순위
2025,6,음식,쟈빠따,23.0,1
2025,6,음식,스타벅스/파주야당DT점,22.0,2
2025,6,음식,207FEET/파주본점,12.0,3
2025,6,음식,문지리535,12.0,4
2025,6,음식,뮌스터담,10.0,5
2025,6,음식,막스시오지스페이스,10.0,6
2025,6,음식,팥티오/운정점,9.0,7
2025,6,음식,더티트렁크,9.0,8
2025,6,음식,브릭루즈,8.0,9
2025,6,음식,안동각/[중식],8.0,10
2025,6,쇼핑,신세계프리미엄아울렛/파주점,84.0,1
2025,6,쇼핑,롯데프리미엄아울렛/파주점,82.0,2
2025,6,쇼핑,이마트/파주운정점,56.0,3
2025,6,쇼핑,홈플러스/파주운정점,44.0,4
2025,6,쇼핑,이마트/파주점,10.0,5
2025,6,쇼핑,홈플러스/파주문산점,4.0,6
2025,6,쇼핑,운정가구단지,4.0,7
2025,6,쇼핑,금촌전통시장,2.0,8
2025,6,쇼핑,신세계팩토리스토어/신세계프리미엄아울렛파주점,2.0,9
2025,6,쇼핑,연풍시장,1.0,10
2025,6,문화관광,운정호수공원,13.0,1
2025,6,문화관광,썬샤인스타디오,9.0,2
2025,6,문화관광,평화누리,8.0,3
2025,6,문화관광,빌리스튜디오,8.0,4
2025,6,문화관광,메가박스/파주운정,7.0,5
2025,6,문화관광,CGV/파주야당,7.0,6
2025,6,문화관광,퍼스트가든,6.0,7
2025,6,문화관광,뮤지엄헤이,5.0,8
2025,6,문화관광,율곡수목원,5.0,9
2025,6,문화관광,운정건강공원,4.0,10
