year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2025,1,음식,한식,66.9,41.0
2025,1,음식,음식점기타,66.9,0.5
2025,1,음식,외국식,66.9,7.7
2025,1,음식,간이음식,66.9,20.5
2025,1,음식,전문음식,66.9,14.4
2025,1,음식,카페/찻집,66.9,15.9
2025,1,문화관광,도시공원,15.2,4.6
2025,1,문화관광,레저스포츠시설,15.2,6.9
2025,1,문화관광,전시시설,15.2,72.4
2025,1,문화관광,테마공원,15.2,12.4
2025,1,문화관광,기타문화관광지,15.2,0.2
2025,1,문화관광,공연시설,15.2,3.5
2025,1,쇼핑,기타쇼핑시설,8.9,11.3
2025,1,쇼핑,쇼핑몰,8.9,37.5
2025,1,쇼핑,시장,8.9,51.2
2025,1,숙박,모텔,4.7,49.8
2025,1,숙박,캠핑,4.7,7.3
2025,1,숙박,호텔,4.7,42.9
2025,1,레저스포츠,수상레저스포츠,3.5,6.7
2025,1,레저스포츠,육상레저스포츠,3.5,30.8
2025,1,레저스포츠,기타레저스포츠,3.5,62.6
2025,1,체험관광,농/산/어촌체험,0.5,100.0
2025,1,자연관광,자연경관(산),0.2,100.0
2025,1,역사관광,종교성지,0.0,100.0
