year,month,업종중분류명,업체명,방문자수,순위
2024,3,음식,일산칼국수/본점,42.0,1
2024,3,음식,포레스트아웃팅스/일산본점,30.0,2
2024,3,음식,설문커피,27.0,3
2024,3,음식,가나안덕/일산본점,21.0,4
2024,3,음식,쿠우쿠우/일산호수공원점,21.0,5
2024,3,음식,설문가,19.0,6
2024,3,음식,여자만숯불장어구이,15.0,7
2024,3,음식,샛터농원,14.0,8
2024,3,음식,등촌샤브칼국수/일산본점,14.0,9
2024,3,음식,미덕원/일산점,13.0,10
2024,3,쇼핑,코스트코홀세일/일산점,168.0,1
2024,3,쇼핑,라페스타,126.0,2
2024,3,쇼핑,벨라시타,82.0,3
2024,3,쇼핑,이마트/풍산점,73.0,4
2024,3,쇼핑,뉴코아아울렛/일산점,60.0,5
2024,3,쇼핑,롯데백화점/일산점,46.0,6
2024,3,쇼핑,홈플러스/일산점,16.0,7
2024,3,쇼핑,해태쇼핑타운,13.0,8
2024,3,쇼핑,롯데아울렛/고양터미널점,12.0,9
2024,3,쇼핑,홈플러스/고양터미널점,7.0,10
2024,3,문화관광,일산호수공원,91.0,1
2024,3,문화관광,CGV/일산,29.0,2
2024,3,문화관광,중산체육공원,8.0,3
2024,3,문화관광,고양아람누리,7.0,4
2024,3,문화관광,AOA풋살스타디움,6.0,5
2024,3,문화관광,CGV/고양백석,5.0,6
2024,3,문화관광,고양꽃전시관,5.0,7
2024,3,문화관광,고양장항야구장,3.0,8
2024,3,문화관광,지영체육공원,3.0,9
2024,3,문화관광,백석근린공원,3.0,10
