year,month,업종중분류명,업체명,방문자수,순위
2024,9,음식,스타벅스/파주야당DT점,21.0,1
2024,9,음식,뮌스터담,20.0,2
2024,9,음식,내사랑동까스,18.0,3
2024,9,음식,먹통,18.0,4
2024,9,음식,표현식당/야당점,17.0,5
2024,9,음식,김밥천국/금촌로데오점,17.0,6
2024,9,음식,버거킹/파주운정점,17.0,7
2024,9,음식,박승광해물손칼국수/파주마장호수점,16.0,8
2024,9,음식,파주생고기김치찌개,16.0,9
2024,9,음식,돈치킨/파주교하점,16.0,10
2024,9,쇼핑,롯데프리미엄아울렛/파주점,116.0,1
2024,9,쇼핑,신세계프리미엄아울렛/파주점,111.0,2
2024,9,쇼핑,이마트/파주운정점,106.0,3
2024,9,쇼핑,홈플러스/파주운정점,87.0,4
2024,9,쇼핑,이마트/파주점,17.0,5
2024,9,쇼핑,신세계팩토리스토어/신세계프리미엄아울렛파주점,5.0,6
2024,9,쇼핑,홈플러스/파주문산점,5.0,7
2024,9,쇼핑,운정가구단지,5.0,8
2024,9,쇼핑,금촌전통시장,4.0,9
2024,9,쇼핑,이채쇼핑몰,4.0,10
2024,9,문화관광,운정호수공원,23.0,1
2024,9,문화관광,평화누리,19.0,2
2024,9,문화관광,CGV/파주야당,12.0,3
2024,9,문화관광,운정건강공원,12.0,4
2024,9,문화관광,메가박스/파주운정,9.0,5
2024,9,문화관광,벽초지수목원,7.0,6
2024,9,문화관광,퍼스트가든,7.0,7
2024,9,문화관광,파주놀이구름,7.0,8
2024,9,문화관광,롯데시네마/파주운정,6.0,9
2024,9,문화관광,오두산통일전망대,5.0,10
