year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2025,8,음식,외국식,64.2,8.1
2025,8,음식,한식,64.2,42.5
2025,8,음식,카페/찻집,64.2,16.4
2025,8,음식,간이음식,64.2,19.5
2025,8,음식,음식점기타,64.2,0.4
2025,8,음식,전문음식,64.2,13.2
2025,8,문화관광,공연시설,19.4,2.6
2025,8,문화관광,기타문화관광지,19.4,0.5
2025,8,문화관광,도시공원,19.4,4.2
2025,8,문화관광,레저스포츠시설,19.4,5.7
2025,8,문화관광,전시시설,19.4,74.2
2025,8,문화관광,테마공원,19.4,12.8
2025,8,쇼핑,기타쇼핑시설,6.7,13.6
2025,8,쇼핑,시장,6.7,53.1
2025,8,쇼핑,쇼핑몰,6.7,33.4
2025,8,숙박,모텔,3.2,60.1
2025,8,숙박,캠핑,3.2,4.9
2025,8,숙박,호텔,3.2,35.0
2025,8,기타관광,교통시설,3.2,100.0
2025,8,레저스포츠,기타레저스포츠,2.6,71.7
2025,8,레저스포츠,육상레저스포츠,2.6,16.7
2025,8,레저스포츠,수상레저스포츠,2.6,11.7
2025,8,체험관광,농/산/어촌체험,0.4,100.0
2025,8,자연관광,자연경관(산),0.2,100.0
2025,8,역사관광,종교성지,0.0,81.8
2025,8,역사관광,역사유적지,0.0,18.2
