year,month,업종중분류명,검색건수,총검색건수
2025,5,기타관광,2352,26585
2025,5,레저스포츠,1928,26585
2025,5,문화관광,3463,26585
2025,5,쇼핑,277,26585
2025,5,숙박,791,26585
2025,5,역사관광,503,26585
2025,5,음식,17077,26585
2025,5,자연관광,125,26585
2025,5,체험관광,69,26585
