year,month,업종중분류명,업체명,방문자수,순위
2024,11,음식,스타벅스/파주야당DT점,22.0,1
2024,11,음식,레드파이프,20.0,2
2024,11,음식,뮌스터담,12.0,3
2024,11,음식,안동각,12.0,4
2024,11,음식,내사랑동까스,11.0,5
2024,11,음식,청산어죽,11.0,6
2024,11,음식,쿠우쿠우/파주운정점,10.0,7
2024,11,음식,생선굽는마을,10.0,8
2024,11,음식,쟈빠따,9.0,9
2024,11,음식,앤드테라스/파주점,8.0,10
2024,11,쇼핑,신세계프리미엄아울렛/파주점,112.0,1
2024,11,쇼핑,롯데프리미엄아울렛/파주점,85.0,2
2024,11,쇼핑,이마트/파주운정점,69.0,3
2024,11,쇼핑,홈플러스/파주운정점,46.0,4
2024,11,쇼핑,이마트/파주점,15.0,5
2024,11,쇼핑,운정가구단지,7.0,6
2024,11,쇼핑,문산자유시장,4.0,7
2024,11,쇼핑,홈플러스/파주문산점,3.0,8
2024,11,쇼핑,봉일천종합시장,3.0,9
2024,11,쇼핑,신세계팩토리스토어/신세계프리미엄아울렛파주점,2.0,10
2024,11,문화관광,운정호수공원,16.0,1
2024,11,문화관광,CGV/파주야당,12.0,2
2024,11,문화관광,메가박스/파주운정,8.0,3
2024,11,문화관광,운정건강공원,8.0,4
2024,11,문화관광,평화누리,7.0,5
2024,11,문화관광,오두산통일전망대,5.0,6
2024,11,문화관광,메가박스/파주금촌,5.0,7
2024,11,문화관광,국립민속박물관/파주,4.0,8
2024,11,문화관광,자유로자동차극장,4.0,9
2024,11,문화관광,운정행복센터/대공연장,3.0,10
