year,month,유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
2025,7,음식,음식점기타,65.7,0.4
2025,7,음식,한식,65.7,43.5
2025,7,음식,카페/찻집,65.7,16.0
2025,7,음식,외국식,65.7,7.8
2025,7,음식,간이음식,65.7,18.6
2025,7,음식,전문음식,65.7,13.7
2025,7,문화관광,공연시설,16.7,5.3
2025,7,문화관광,기타문화관광지,16.7,0.8
2025,7,문화관광,도시공원,16.7,4.4
2025,7,문화관광,레저스포츠시설,16.7,6.2
2025,7,문화관광,전시시설,16.7,71.2
2025,7,문화관광,테마공원,16.7,12.0
2025,7,쇼핑,기타쇼핑시설,6.6,15.4
2025,7,쇼핑,시장,6.6,53.5
2025,7,쇼핑,쇼핑몰,6.6,31.1
2025,7,숙박,모텔,4.3,68.5
2025,7,숙박,캠핑,4.3,7.1
2025,7,숙박,호텔,4.3,24.4
2025,7,기타관광,교통시설,3.5,100.0
2025,7,레저스포츠,기타레저스포츠,2.4,71.9
2025,7,레저스포츠,육상레저스포츠,2.4,13.5
2025,7,레저스포츠,수상레저스포츠,2.4,14.6
2025,7,체험관광,농/산/어촌체험,0.8,100.0
2025,7,자연관광,자연경관(산),0.1,100.0
2025,7,역사관광,종교성지,0.0,100.0
