year,month,업종중분류명,업체명,방문자수,순위
2024,7,음식,생선굽는마을,52.0,1
2024,7,음식,앤드테라스/파주점,39.0,2
2024,7,음식,밀팟/운정점,36.0,3
2024,7,음식,록갈비/야당역점,32.0,4
2024,7,음식,국가대패/운정산내점,32.0,5
2024,7,음식,비니제과,32.0,6
2024,7,음식,쟈빠따,30.0,7
2024,7,음식,스타벅스/파주야당DT점,27.0,8
2024,7,음식,더티트렁크,24.0,9
2024,7,음식,내사랑동까스,24.0,10
2024,7,쇼핑,롯데프리미엄아울렛/파주점,131.0,1
2024,7,쇼핑,이마트/파주운정점,96.0,2
2024,7,쇼핑,신세계프리미엄아울렛/파주점,84.0,3
2024,7,쇼핑,홈플러스/파주운정점,40.0,4
2024,7,쇼핑,이마트/파주점,14.0,5
2024,7,쇼핑,홈플러스/파주문산점,6.0,6
2024,7,쇼핑,금촌전통시장,4.0,7
2024,7,쇼핑,봉일천종합시장,1.0,8
2024,7,쇼핑,운정가구단지,1.0,9
2024,7,쇼핑,문산자유시장,1.0,10
2024,7,숙박,파크뷰테라스,94.0,1
2024,7,숙박,지지향게스트하우스,18.0,2
2024,7,숙박,호텔시에나,18.0,3
2024,7,숙박,케이힐스더테라스,16.0,4
2024,7,숙박,마리호텔,16.0,5
2024,7,숙박,골든힐호텔,8.0,6
2024,7,숙박,임진각평화누리캠핑장,6.0,7
2024,7,숙박,유로호텔,6.0,8
2024,7,숙박,호텔유앤아이,6.0,9
2024,7,숙박,칼튼호텔,6.0,10
