순위,광역지자체명,기초지자체명,관광지명,기준연월,입장객수,입장객총계
27,경기도,파주시,영집궁시박물관,202312,35,4058.0
27,경기도,파주시,영집궁시박물관,202401,21,4058.0
27,경기도,파주시,영집궁시박물관,202402,110,4058.0
27,경기도,파주시,영집궁시박물관,202403,123,4058.0
27,경기도,파주시,영집궁시박물관,202404,95,4058.0
27,경기도,파주시,영집궁시박물관,202405,172,4058.0
27,경기도,파주시,영집궁시박물관,202406,256,4058.0
27,경기도,파주시,영집궁시박물관,202407,308,4058.0
27,경기도,파주시,영집궁시박물관,202408,344,4058.0
27,경기도,파주시,영집궁시박물관,202409,388,4058.0
27,경기도,파주시,영집궁시박물관,202410,250,4058.0
27,경기도,파주시,영집궁시박물관,202411,851,4058.0
27,경기도,파주시,영집궁시박물관,202412,62,4058.0
28,경기도,파주시,두루뫼박물관,202307,45,2012.0
28,경기도,파주시,두루뫼박물관,202308,244,2012.0
28,경기도,파주시,두루뫼박물관,202309,362,2012.0
28,경기도,파주시,두루뫼박물관,202310,209,2012.0
28,경기도,파주시,두루뫼박물관,202311,173,2012.0
28,경기도,파주시,두루뫼박물관,202312,24,2012.0
28,경기도,파주시,두루뫼박물관,202401,52,2012.0
28,경기도,파주시,두루뫼박물관,202402,45,2012.0
28,경기도,파주시,두루뫼박물관,202403,78,2012.0
28,경기도,파주시,두루뫼박물관,202404,97,2012.0
28,경기도,파주시,두루뫼박물관,202405,128,2012.0
28,경기도,파주시,두루뫼박물관,202406,65,2012.0
28,경기도,파주시,두루뫼박물관,202407,42,2012.0
28,경기도,파주시,두루뫼박물관,202408,67,2012.0
28,경기도,파주시,두루뫼박물관,202409,122,2012.0
28,경기도,파주시,두루뫼박물관,202410,125,2012.0
28,경기도,파주시,두루뫼박물관,202411,73,2012.0
28,경기도,파주시,두루뫼박물관,202412,61,2012.0
