기준연월,동반유형명,언급건수
202002,기타가족,11063
202002,친구,5859
202002,회사동료,4826
202002,부모님,4282
202002,자녀,3385
202002,배우자,3151
202002,연인,1513
202002,싱글,1466
202002,학생,824
